City,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Label
Montreal,"Montreal, Snowdon, Notre-Dame-de-Grâce",45.481864391000045,-73.64337971199996,Dizz's Bagel & Deli,45.47522497941909,-73.64160308828878,Bagel Shop,Dining and Lunching
Montreal,"Montreal, Snowdon, Notre-Dame-de-Grâce",45.481864391000045,-73.64337971199996,Hertz Location D'Auto,45.48923037311384,-73.64003944069495,Rental Car Location,Travel and Transportation
Montreal,"Montreal, Snowdon, Notre-Dame-de-Grâce",45.481864391000045,-73.64337971199996,Ultramar,45.48661712811622,-73.63462656018972,Fuel Station,Travel and Transportation
Montreal,"Montreal, Snowdon, Notre-Dame-de-Grâce",45.481864391000045,-73.64337971199996,Somerled Park,45.47784469774836,-73.63312369501418,Playground,Landmarks and Outdoors
Montreal,"Montreal, Snowdon, Notre-Dame-de-Grâce",45.481864391000045,-73.64337971199996,Musée commémoratif de l'Holocauste à Montréal,45.489024529862746,-73.63630461127619,History Museum,Arts and Entertainment
Montreal,Montreal West,45.45546442600005,-73.65926703799994,M.T.L. Bagel,45.4586323045851,-73.66093198867951,Bakery,Dining and Lunching
Montreal,Montreal West,45.45546442600005,-73.65926703799994,Ongles Westminister,45.4590346464114,-73.66070373609227,Spa,Business and Professional Services
Montreal,Montreal West,45.45546442600005,-73.65926703799994,Strathearn Park,45.45516797643,-73.65288019372855,Park,Landmarks and Outdoors
Montreal,Montreal West,45.45546442600005,-73.65926703799994,Purolator,45.44811520330828,-73.6614939391013,"Shipping, Freight, and Material Transportation Service",Business and Professional Services
Montreal,Sainte-Dorothée,45.53228358100006,-73.81011114199998,Le Mitoyen,45.528612864242056,-73.82018651415326,French Restaurant,Dining and Lunching
Montreal,Sainte-Dorothée,45.53228358100006,-73.81011114199998,Metro,45.527027650368545,-73.81232406377526,Grocery Store,Food and Beverage Retail
Montreal,Sainte-Dorothée,45.53228358100006,-73.81011114199998,Chun Bo,45.52693796789248,-73.81125448330565,Chinese Restaurant,Dining and Lunching
Montreal,Sainte-Dorothée,45.53228358100006,-73.81011114199998,Aréna Martin-St-Louis,45.52603140947476,-73.80351488668568,Hockey Stadium,Arts and Entertainment
Montreal,Sainte-Dorothée,45.53228358100006,-73.81011114199998,Créations Vézina,45.52917635591034,-73.82040155558725,Boutique,Retail
Montreal,Sainte-Dorothée,45.53228358100006,-73.81011114199998,Place Publique,45.52881603532953,-73.82126042937486,Plaza,Landmarks and Outdoors
Montreal,Sainte-Dorothée,45.53228358100006,-73.81011114199998,Maitre Glacier,45.52471566061486,-73.80390210810172,Dessert Shop,Dining and Lunching
Montreal,"Baie-D'Urfé, Senneville",45.42664685200003,-73.93484372699999,Zoo Ecomuseum,45.425492,-73.934835,Zoo,Arts and Entertainment
Montreal,"Baie-D'Urfé, Senneville",45.42664685200003,-73.93484372699999,Sac Mountainview Bags Inc,45.42680625826652,-73.93634866269511,Clothing Store,Retail
Montreal,"Baie-D'Urfé, Senneville",45.42664685200003,-73.93484372699999,Arboretum Morgan,45.430900338618926,-73.94333273991312,Other Great Outdoors,Landmarks and Outdoors
Montreal,"Baie-D'Urfé, Senneville",45.42664685200003,-73.93484372699999,Erikson Consumer,45.421136077755584,-73.92635319997386,Retail,Retail
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Les Co'Pains d'Abord,45.54668866807053,-73.57594251486552,Bakery,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Café Lézard,45.549484562335145,-73.5741374094293,Diner,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Madre,45.54841613044686,-73.57483452933505,Peruvian Restaurant,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Quai No.4,45.54697819697233,-73.57551827565374,Gastropub,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,La Distillerie No. 3,45.54614280182773,-73.5761033974196,Cocktail Bar,Bar
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,La Succursale,45.550253255273134,-73.57349346271873,Brewery,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Maesmi,45.55174963500852,-73.57300224990668,Café,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Piri Piri,45.54900180475764,-73.57398073226867,Portuguese Restaurant,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Tori Tora,45.54898998443771,-73.5745620718788,Japanese Restaurant,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Baron Samedi,45.54962162048255,-73.5742429823789,Bar,Bar
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Frite Alors!,45.55002410930627,-73.57401349562015,Fast Food Restaurant,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Promenade Masson,45.54688368537488,-73.57473691567725,Shopping Plaza,Retail
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Première Moisson,45.54873828608279,-73.57448891639226,Bakery,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Le Frigo De Bacchus,45.550072039291486,-73.57445133112775,Convenience Store,Retail
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Le Boucan,45.54773263257202,-73.57490956235729,BBQ Joint,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,SAQ,45.54628618727327,-73.5761719673685,Liquor Store,Food and Beverage Retail
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Tandoori Masson,45.54871093818091,-73.57431074421972,Indian Restaurant,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Fruiterie Au Melon Miel,45.54721459229113,-73.57523227237448,Food and Beverage Retail,Food and Beverage Retail
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Chez Baptiste,45.548825766928466,-73.57441470505623,Bar,Bar
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Pot Masson,45.54968137018737,-73.5740994657566,Breakfast Spot,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Pharmacie Jean Coutu,45.55083105924896,-73.57345761588873,Pharmacy,Retail
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Pharmacie Jean Coutu,45.54652518835259,-73.57559795111536,Pharmacy,Retail
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Planète Oeuf,45.54675433228183,-73.57550835448097,Breakfast Spot,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Parc Beaubien,45.55356375390658,-73.58716856042496,Park,Landmarks and Outdoors
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,F+F Pizza,45.54709903443244,-73.57532551489126,Pizzeria,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Best Buy Express,45.54946207019391,-73.57370462078624,Electronics Store,Retail
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Oeuf & Boeuf,45.54916332320367,-73.57442219910247,Breakfast Spot,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,RONA,45.5540240725528,-73.58689255405433,Hardware Store,Retail
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Canada Hot Dog,45.546178516102835,-73.57587767014255,Fast Food Restaurant,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Pizza Pizza,45.54737807422811,-73.5755768400149,Pizzeria,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Subway,45.55296286875964,-73.58041021664926,Sandwich Spot,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Dairy Queen,45.55356177298958,-73.5872654607095,Ice Cream Parlor,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Subway,45.55055200572653,-73.57320628498105,Sandwich Spot,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Poivre et Sel,45.542785379765085,-73.57785299969895,Grocery Store,Food and Beverage Retail
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Buffet Casa Corfu,45.55013966907651,-73.57392024367485,Italian Restaurant,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Couche-Tard,45.54548122860662,-73.57663086006279,Convenience Store,Retail
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Juste Nouilles,45.55083893590476,-73.5730700402805,Asian Restaurant,Dining and Lunching
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Gariepy Fins Gourmets,45.551626834168154,-73.57624643819746,Grocery Store,Food and Beverage Retail
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Parc Rosemont,45.54470298773286,-73.58135614181404,Park,Landmarks and Outdoors
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,CIPC,45.54683186623676,-73.58564201574131,IT Service,Business and Professional Services
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Parc Idola-Saint-Jean,45.55701567233906,-73.5767588339264,Park,Landmarks and Outdoors
Montreal,Rosemont South,45.54858438900004,-73.57859665599995,Ultramar,45.54297032467283,-73.58828008848317,Fuel Station,Travel and Transportation
Montreal,Old Montreal,45.50586838700008,-73.55363951299995,Philēmon,45.50408956294265,-73.55467810556162,Lounge,Bar
Montreal,Old Montreal,45.50586838700008,-73.55363951299995,Mangiafoco,45.50421339586816,-73.55462125848035,Italian Restaurant,Dining and Lunching
Montreal,Old Montreal,45.50586838700008,-73.55363951299995,Méchant Boeuf Bar & Brasserie,45.50386146070313,-73.55463204831224,Burger Joint,Dining and Lunching
Montreal,Westmount North,45.48771742100007,-73.60471264199998,Parc King George,45.48601693493336,-73.60885208920679,Park,Landmarks and Outdoors
Montreal,Westmount North,45.48771742100007,-73.60471264199998,Parc Westmount Park,45.48157356036293,-73.59747648239136,Park,Landmarks and Outdoors
Montreal,Westmount North,45.48771742100007,-73.60471264199998,Westmount Greenhouse,45.48125923507778,-73.59955043935008,Garden,Landmarks and Outdoors
Montreal,Westmount North,45.48771742100007,-73.60471264199998,SAQ Sélection,45.47937146591079,-73.60335823492169,Liquor Store,Food and Beverage Retail
Montreal,Westmount North,45.48771742100007,-73.60471264199998,Petros,45.47989126743033,-73.6029395944024,Greek Restaurant,Dining and Lunching
Montreal,Westmount North,45.48771742100007,-73.60471264199998,Esso,45.47979570916019,-73.60206522140304,Fuel Station,Travel and Transportation
Montreal,Westmount North,45.48771742100007,-73.60471264199998,Murray Hill Park Tennis,45.4860726959087,-73.60890232839718,Tennis Court,Sports and Recreation
Montreal,Westmount North,45.48771742100007,-73.60471264199998,STM Arrêt/Stop #52194,45.484913147434895,-73.61278540473639,Bus Stop,Travel and Transportation
Montreal,Westmount North,45.48771742100007,-73.60471264199998,Fruiterie Mont Victoria,45.47926792968833,-73.60287082850986,Grocery Store,Food and Beverage Retail
Montreal,YUL,45.456955074000064,-73.75575525799997,Montreal Airport Marriott In-Terminal Hotel,45.45620231344867,-73.75197172164917,Hotel,Travel and Transportation
Montreal,YUL,45.456955074000064,-73.75575525799997,Altispa,45.45636155176126,-73.75202316499988,Spa,Business and Professional Services
Montreal,YUL,45.456955074000064,-73.75575525799997,Montreal Trudeau De-Ice Pad,45.45670264411018,-73.75513407467895,Airport Service,Travel and Transportation
Montreal,YUL,45.456955074000064,-73.75575525799997,Salon Desjardins,45.45921254827911,-73.75718593597412,Airport Lounge,Travel and Transportation
Montreal,YUL,45.456955074000064,-73.75575525799997,Archibald Microbrasserie,45.45852020849813,-73.75043749809265,Gastropub,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Montréal–Pierre Elliott Trudeau International Airport (YUL) (Aéroport international Pierre-Elliott-Trudeau de Montréal),45.458279392668594,-73.7516713142395,International Airport,Travel and Transportation
Montreal,YUL,45.456955074000064,-73.75575525799997,DAVIDsTEA,45.4571439,-73.7511887,Bubble Tea Shop,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Wienstein & Gavino's,45.455814341421124,-73.75399977156957,Italian Restaurant,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,YUL Pizza,45.458685768784356,-73.75092029571533,Pizzeria,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Starbucks,45.45878359963407,-73.75275492668152,Coffee Shop,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Enterprise Rent-A-Car,45.456051797488776,-73.74967575073242,Rental Car Location,Travel and Transportation
Montreal,YUL,45.456955074000064,-73.75575525799997,Maple Leaf Lounge (International),45.45886637945123,-73.7524652481079,Airport Lounge,Travel and Transportation
Montreal,YUL,45.456955074000064,-73.75575525799997,YUL Apron,45.4568796302966,-73.75607013702391,Airport Service,Travel and Transportation
Montreal,YUL,45.456955074000064,-73.75575525799997,Salon World MasterCard Banque Nationale,45.458070977977115,-73.7527932341091,Airport Lounge,Travel and Transportation
Montreal,YUL,45.456955074000064,-73.75575525799997,Starbucks,45.45793321811177,-73.74873161315918,Coffee Shop,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Second Cup Café,45.4581891306475,-73.75067345834748,Café,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Montréal Duty Free / Hors taxes,45.45871587060235,-73.75199317932129,Duty-free Store,Retail
Montreal,YUL,45.456955074000064,-73.75575525799997,Security Checkpoint C,45.456721590426426,-73.75274419784546,Airport Service,Travel and Transportation
Montreal,YUL,45.456955074000064,-73.75575525799997,Hurley's,45.45550067226877,-73.7543620581567,Irish Pub,Bar
Montreal,YUL,45.456955074000064,-73.75575525799997,uBar,45.4589693265172,-73.75341771886283,American Restaurant,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Tim Hortons,45.45787301362405,-73.74858140945435,Coffee Shop,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Montreal en Scène,45.45748648674839,-73.75288875067133,Gastropub,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Pork & Pickle,45.45825681613186,-73.74719738960266,BBQ Joint,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Urban Crave,45.457424099202704,-73.752882984286,Restaurant,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Starbucks,45.45726806326847,-73.752935144235,Coffee Shop,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,ICE Dishes & Drinks,45.45861051416905,-73.7483024597168,American Restaurant,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Maple Leaf Lounge (Transborder),45.457481682887185,-73.75299632549286,Airport Lounge,Travel and Transportation
Montreal,YUL,45.456955074000064,-73.75575525799997,Starbucks,45.455338827534234,-73.75489979667455,Coffee Shop,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Subway,45.458685768784356,-73.75263690948486,Sandwich Spot,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,MBCo La Boulangerie de Montréal,45.45829938227138,-73.74851920924631,Café,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Ryu Bistro Japonais,45.456187261870774,-73.75364542007446,Japanese Restaurant,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Tim Hortons,45.457481682887185,-73.75280857086182,Coffee Shop,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Starbucks,45.45831702020976,-73.74733686447144,Coffee Shop,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Bijou,45.456036745870676,-73.75200390815735,American Restaurant,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Montréal Duty Free / Hors taxes,45.45656355011331,-73.75332355499268,Duty-free Store,Retail
Montreal,YUL,45.456955074000064,-73.75575525799997,Java U,45.45903499641898,-73.75349456874274,Coffee Shop,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Boutique iStore,45.4584438793774,-73.74821423075934,Electronics Store,Retail
Montreal,YUL,45.456955074000064,-73.75575525799997,Les Délices de l'Érable,45.45747593324007,-73.75277629046431,Candy Store,Food and Beverage Retail
Montreal,YUL,45.456955074000064,-73.75575525799997,QDC Burger,45.458759713813585,-73.7525299377793,Burger Joint,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Piscine Marriot Hotel,45.456383852676474,-73.75250870902308,Hotel Pool,Travel and Transportation
Montreal,YUL,45.456955074000064,-73.75575525799997,Security Checkpoint A,45.4583395967224,-73.74867796897887,Airport Service,Travel and Transportation
Montreal,YUL,45.456955074000064,-73.75575525799997,Avenue des Canadiens,45.45799342253519,-73.7480878829956,Diner,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Air Canada U.S. Baggage Drop,45.45716560607865,-73.75184297561646,Airport Ticket Counter,Travel and Transportation
Montreal,YUL,45.456955074000064,-73.75575525799997,St-Hubert Express,45.45832454571495,-73.74918222427367,Restaurant,Dining and Lunching
Montreal,YUL,45.456955074000064,-73.75575525799997,Maple Leaf Lounge (Domestic),45.45840732620609,-73.74644637107849,Airport Lounge,Travel and Transportation
Montreal,Îles-Laval,45.52763251100004,-73.85004273399994,Pharmacie Lefebvre,45.52445602828158,-73.85317935391016,Pharmacy,Retail
Montreal,Îles-Laval,45.52763251100004,-73.85004273399994,Jollipop,45.5233937102497,-73.85241171151885,Ice Cream Parlor,Dining and Lunching
Montreal,Îles-Laval,45.52763251100004,-73.85004273399994,Parc Jolibourg,45.52544547460049,-73.85714296337432,Playground,Landmarks and Outdoors
Montreal,Îles-Laval,45.52763251100004,-73.85004273399994,AMT Gare Île-Bigras,45.519534807709505,-73.85216704224635,Platform,Travel and Transportation
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Shahi Palace,45.50363794469433,-73.81639067579184,Indian Restaurant,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Les 3 Maria,45.50439357330917,-73.8181628550236,Portuguese Restaurant,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Chateau Kebab,45.502357222968065,-73.8152286028102,Middle Eastern Restaurant,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Aryana,45.50427567520887,-73.81835219471023,Middle Eastern Restaurant,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Restaurant Bombay Choupati,45.508549035673525,-73.82035344974025,Indian Restaurant,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Adonis,45.501584177384544,-73.81423090657732,Grocery Store,Food and Beverage Retail
Montreal,Roxboro,45.506715892000045,-73.80851554599997,La Porte Grecque,45.500892064854064,-73.81468937322859,Greek Restaurant,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,SAQ,45.50728693821814,-73.82088736943889,Liquor Store,Food and Beverage Retail
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Tandoor et Grille,45.50127097160895,-73.81552698849123,Indian Restaurant,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Billard Shooters,45.508086127667134,-73.82072362004489,Pool Hall,Arts and Entertainment
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Tokyo Sushi Bar,45.50436183293518,-73.81704752962685,Sushi Restaurant,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Petro-Canada,45.50199919880804,-73.8159902040338,Fuel Station,Travel and Transportation
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Pharmacie Jean Coutu,45.50489690096606,-73.8185208250665,Pharmacy,Retail
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Marche Sheng Tai,45.50350699411492,-73.81716080350073,Market,Retail
Montreal,Roxboro,45.506715892000045,-73.80851554599997,IGA,45.51171937611745,-73.81582147481858,Grocery Store,Food and Beverage Retail
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Nouveau Maison Kam,45.50660130045084,-73.82105537986203,Chinese Restaurant,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,La table du pêcheur,45.51057679387621,-73.81103084762461,Mediterranean Restaurant,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Athena Pizzeria,45.51106858176705,-73.80683428818527,Pizzeria,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Tim Hortons,45.50622459161638,-73.82012081027912,Coffee Shop,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Kwality,45.50358226104474,-73.81634014947052,Indian Restaurant,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Pushap,45.503693628352664,-73.8164412022413,Indian Restaurant,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Le Milsa,45.50866040495575,-73.82045452409596,Brazilian Restaurant,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Taco Bell,45.5070663825471,-73.82058841964434,Fast Food Restaurant,Dining and Lunching
Montreal,Roxboro,45.506715892000045,-73.80851554599997,Domino's Pizza,45.50797475922943,-73.82062254629888,Pizzeria,Dining and Lunching
Montreal,Saint-Michel North,45.57020042300008,-73.62150416899993,Pharmacie Jean Coutu,45.57190402716948,-73.6267100418849,Pharmacy,Retail
Montreal,Saint-Michel North,45.57020042300008,-73.62150416899993,Parc Georges-Vernot,45.569652916769755,-73.62013600247975,Park,Landmarks and Outdoors
Montreal,Saint-Michel North,45.57020042300008,-73.62150416899993,Marchés Tradition,45.57135408252971,-73.6258186962963,Department Store,Retail
Montreal,Saint-Michel North,45.57020042300008,-73.62150416899993,PFK,45.575687492521965,-73.61145881466099,Fast Food Restaurant,Dining and Lunching
Montreal,Saint-Michel North,45.57020042300008,-73.62150416899993,Aquasport,45.57636494017687,-73.61444011201557,Clothing Store,Retail
Montreal,Saint-Michel North,45.57020042300008,-73.62150416899993,Couche-Tard,45.57693704009172,-73.61426493756933,Convenience Store,Retail
Montreal,"Old Montreal, Downtown",45.505165463000026,-73.56210801799995,Place du Canada,45.4986468234261,-73.56921672821045,Plaza,Landmarks and Outdoors
Montreal,"Old Montreal, Downtown",45.505165463000026,-73.56210801799995,Montreal Marriott Chateau Champlain,45.49767671941965,-73.56743305921555,Hotel,Travel and Transportation
Montreal,"Old Montreal, Downtown",45.505165463000026,-73.56210801799995,Cinéma IMAX® TELUS,45.50476841890269,-73.55080783250976,Movie Theater,Arts and Entertainment
Montreal,"Old Montreal, Downtown",45.505165463000026,-73.56210801799995,Café Van Houtte,45.50516017744993,-73.5503966572327,Coffee Shop,Dining and Lunching
Montreal,"Old Montreal, Downtown",45.505165463000026,-73.56210801799995,Grand Quai du Port de Montréal,45.50228159518846,-73.55195059877789,Harbor or Marina,Landmarks and Outdoors
Montreal,"Old Montreal, Downtown",45.505165463000026,-73.56210801799995,Structure Bonjour,45.502555,-73.551138,Monument,Landmarks and Outdoors
Montreal,"Old Montreal, Downtown",45.505165463000026,-73.56210801799995,Pubjelly,45.49900482579781,-73.5542217347683,Restaurant,Dining and Lunching
Montreal,"Old Montreal, Downtown",45.505165463000026,-73.56210801799995,Quai King-Edward,45.5048909509966,-73.5496617662837,Harbor or Marina,Landmarks and Outdoors
Montreal,"Old Montreal, Downtown",45.505165463000026,-73.56210801799995,Silophone,45.49932089669652,-73.55263380830677,Music Venue,Arts and Entertainment
Montreal,"Old Montreal, Downtown",45.505165463000026,-73.56210801799995,Le petit Navire,45.5069386221322,-73.54953251794753,Boat or Ferry,Travel and Transportation
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Les 5 saisons,45.48658469711597,-73.58955510840919,Gourmet Store,Food and Beverage Retail
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Pharmacie Jean Coutu,45.48626396716818,-73.58857654268135,Pharmacy,Retail
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Starbucks,45.486668237981526,-73.58825075365034,Coffee Shop,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Le Glacier Bilboquet - Les Glaceurs,45.47866290621278,-73.60374215964671,Ice Cream Parlor,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Restaurant Park,45.47864232019702,-73.6027551414086,Asian Restaurant,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,"McClure Gallery, Visual Arts Centre",45.478204505195784,-73.60211007330571,Art Gallery,Arts and Entertainment
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Second Cup Café,45.48762247577297,-73.59157354282969,Coffee Shop,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Le Fournil,45.478369788736124,-73.60235747619666,Bakery,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Westmount Square,45.48740505217079,-73.58780703377471,Office,Office
Montreal,Westmount South,45.48275111800007,-73.59314904899998,MOD'S HAIR,45.48615837765898,-73.58818585481664,Nail Salon,Business and Professional Services
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Brasserie Lucille's,45.48698079215009,-73.586856976278,English Restaurant,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Victoria Park Health Club and Spa,45.478531081073555,-73.6027983565558,Gym and Studio,Sports and Recreation
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Aliments Miyamoto,45.47858484487564,-73.60294531741822,Food and Beverage Retail,Food and Beverage Retail
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Oink-Oink,45.487475022371356,-73.59045531946215,Gift Store,Retail
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Chez Nick,45.48774394274169,-73.59119019331374,Café,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Pain d'epi,45.483941127668054,-73.5827410340212,Bakery,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Winners,45.488643,-73.5862323,Department Store,Retail
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Vago,45.48724400495179,-73.59064147760617,Italian Restaurant,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Kashima,45.48637550627676,-73.58867696942761,Japanese Restaurant,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Metro Westmount,45.478700210678845,-73.60243856906891,Supermarket,Food and Beverage Retail
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Appetite For Books,45.47864060428796,-73.60299554061713,Bookstore,Retail
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Java U,45.48732730777782,-73.58657771141979,Café,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Bureau en Gros,45.48814178864533,-73.58563580248004,Office Supply Store,Office
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Alexis Nihon,45.489107818091014,-73.58574615962391,Shopping Mall,Retail
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Sports Experts,45.48934104308964,-73.58519593214059,Sporting Goods Retail,Retail
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Thai Express,45.48898431057086,-73.58609871049013,Thai Restaurant,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Roasters,45.48967933154704,-73.58544337851406,American Restaurant,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Dairy Queen,45.47833785521857,-73.6039052748789,Ice Cream Parlor,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Lavanderia,45.47847532163845,-73.6027481337346,Argentinian Restaurant,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Brioche Dorée,45.4864850618235,-73.58887415129384,Bakery,Dining and Lunching
Montreal,Westmount South,45.48275111800007,-73.59314904899998,Thai Express,45.48711043042989,-73.58884597590945,Thai Restaurant,Dining and Lunching
